date,lat,lon,rainfall_mm
2024-01-01,27.850000000000012,69.25,0.0
2024-01-01,27.950000000000006,69.25,0.0
2024-01-01,28.05,69.25,0.0
2024-01-01,28.15000000000001,69.25,0.0
2024-01-01,28.250000000000004,69.25,0.0
2024-01-01,28.350000000000012,69.25,0.0
2024-01-01,28.450000000000006,69.25,0.0
2024-01-01,28.55,69.25,0.0
2024-01-01,28.65000000000001,69.25,0.0
2024-01-01,28.750000000000004,69.25,0.0
2024-01-01,28.850000000000012,69.25,0.0
2024-01-01,28.950000000000006,69.25,0.0
2024-01-01,29.05,69.25,0.0
2024-01-01,29.15000000000001,69.25,0.0
2024-01-01,29.250000000000004,69.25,0.0
2024-01-01,29.350000000000012,69.25,0.0
2024-01-01,29.450000000000006,69.25,0.0
2024-01-01,29.55,69.25,0.0
2024-01-01,29.65000000000001,69.25,0.0
2024-01-01,29.750000000000004,69.25,0.0
2024-01-01,29.850000000000012,69.25,0.0
2024-01-01,29.950000000000006,69.25,0.0
2024-01-01,30.05,69.25,0.0
2024-01-01,30.15000000000001,69.25,0.0
2024-01-01,30.250000000000004,69.25,0.0
2024-01-01,30.350000000000012,69.25,0.0
2024-01-01,30.450000000000006,69.25,0.0
2024-01-01,30.55,69.25,0.0
2024-01-01,30.65000000000001,69.25,0.0
2024-01-01,30.750000000000004,69.25,0.0
2024-01-01,30.850000000000012,69.25,0.0
2024-01-01,30.950000000000006,69.25,0.0
2024-01-01,31.05,69.25,0.0
2024-01-01,31.15000000000001,69.25,0.0
2024-01-01,31.250000000000004,69.25,0.0
2024-01-01,31.350000000000012,69.25,0.0
2024-01-01,31.450000000000006,69.25,0.0
2024-01-01,31.55,69.25,0.0
2024-01-01,31.65000000000001,69.25,0.0
2024-01-01,31.750000000000004,69.25,0.0
2024-01-01,31.850000000000012,69.25,0.0
2024-01-01,31.950000000000006,69.25,0.0
2024-01-01,32.05,69.25,0.0
2024-01-01,32.150000000000006,69.25,0.0
2024-01-01,32.25,69.25,0.0
2024-01-01,32.35000000000001,69.25,0.0
2024-01-01,32.45,69.25,0.0
2024-01-01,32.55,69.25,0.0
2024-01-01,32.650000000000006,69.25,0.0
2024-01-01,32.75,69.25,0.0
2024-01-01,32.85000000000001,69.25,0.0
2024-01-01,32.95,69.25,0.0
2024-01-01,33.05,69.25,0.0
2024-01-01,33.150000000000006,69.25,0.0
2024-01-01,33.25,69.25,0.0
2024-01-01,33.35000000000001,69.25,0.0
2024-01-01,33.45,69.25,0.0
2024-01-01,33.55,69.25,0.0
2024-01-01,33.650000000000006,69.25,0.0
2024-01-01,33.75,69.25,0.0
2024-01-01,33.85000000000001,69.25,0.0
2024-01-01,33.95,69.25,0.0
2024-01-01,34.05,69.25,0.0
2024-01-01,34.150000000000006,69.25,0.0
2024-01-01,34.25,69.25,0.0
2024-01-01,34.35000000000001,69.25,0.0
2024-01-01,34.45,69.25,0.0
2024-01-01,34.55,69.25,0.0
2024-01-01,34.650000000000006,69.25,0.0
2024-01-01,34.75,69.25,0.0
2024-01-01,5.05,69.35,1.4299998
2024-01-01,5.150000000000008,69.35,1.2299998
2024-01-01,5.250000000000003,69.35,0.8699999
2024-01-01,5.350000000000011,69.35,0.425
2024-01-01,5.4500000000000055,69.35,0.37
2024-01-01,5.55,69.35,0.185
